# Surviving-edge dataset: week 1's 1762 live links, dated by first appearance and treated as permanent.
# birth_year = max(first_seen_year, first_frame[source], first_frame[target]).
source	target	birth_year
Phoenix_Force	Jean_Grey	2003
Phoenix_Force	Rachel_Summers	2003
Eddie_Brock	Spider-Man	2004
Quicksilver_(Marvel_Comics)	Scarlet_Witch	2004
Rachel_Summers	Jean_Grey	2004
Scarlet_Witch	Quicksilver_(Marvel_Comics)	2004
Wolverine_(character)	Hulk	2004
Wolverine_(character)	Jean_Grey	2004
Abomination_(character)	Hulk	2005
Adam_Warlock	She-Hulk	2005
Anya_Corazon	Spider-Man	2005
Betsy_Braddock	Doctor_Strange	2005
Betsy_Braddock	Jean_Grey	2005
Black_Cat_(Marvel_Comics)	Doctor_Strange	2005
Black_Cat_(Marvel_Comics)	Spider-Man	2005
Black_Knight_(Marvel_Comics)	Doctor_Strange	2005
Cable_(character)	Deadpool	2005
Cable_(character)	Jean_Grey	2005
Cable_(character)	Rachel_Summers	2005
Captain_Universe	Doctor_Strange	2005
Captain_Universe	Spider-Man	2005
Cyclops_(Marvel_Comics)	Cable_(character)	2005
Cyclops_(Marvel_Comics)	Jean_Grey	2005
Deadpool	Cable_(character)	2005
Deathlok	Spider-Man	2005
Doctor_Druid	Doctor_Strange	2005
Doctor_Druid	Hulk	2005
Emma_Frost	Jean_Grey	2005
Hulk	Abomination_(character)	2005
Hulk	She-Hulk	2005
Human_Torch	Human_Torch_(android)	2005
Human_Torch_(android)	Human_Torch	2005
Human_Torch_(android)	Scarlet_Witch	2005
Iron_Fist_(character)	Luke_Cage	2005
Jean_Grey	Rachel_Summers	2005
Leech_(character)	Emma_Frost	2005
Mayday_Parker	Spider-Man	2005
Northstar_(character)	Jean_Grey	2005
Patsy_Walker	Doctor_Strange	2005
Patsy_Walker	Moondragon	2005
Rachel_Summers	Cable_(character)	2005
Scarlet_Witch	Doctor_Strange	2005
She-Hulk	Hulk	2005
Spider-Woman	Spider-Man	2005
Xorn	Emma_Frost	2005
Xorn	Jean_Grey	2005
Adam_Warlock	Kismet_(Marvel_Comics)	2006
Agent_X_(Marvel_Comics)	Cable_(character)	2006
Alex_Wilder	Chase_Stein	2006
Anne_Weying	Spider-Man	2006
Arabian_Knight_(character)	Hulk	2006
Beta_Ray_Bill	Spider-Man	2006
Betsy_Braddock	Jubilee_(character)	2006
Bill_Foster_(character)	Hank_Pym	2006
Bill_Foster_(character)	Luke_Cage	2006
Black_Bolt	Karnak_(character)	2006
Black_Cat_(Marvel_Comics)	Scarlet_Spider	2006
Blade_(character)	Doctor_Strange	2006
Blade_(character)	Morbius	2006
Blade_(character)	Spider-Man	2006
Blazing_Skull	Union_Jack_(Marvel_Comics)	2006
Bucky_(Marvel_Comics)	Nomad_(Marvel_Comics)	2006
Captain_Marvel_(Marvel_Comics)	Genis-Vell	2006
Captain_Marvel_(Marvel_Comics)	Moondragon	2006
Captain_Universe	Gladiator_(Kallark)	2006
Captain_Universe	Hulk	2006
Cloak_and_Dagger_(characters)	Spider-Man	2006
Cyclops_(Marvel_Comics)	Emma_Frost	2006
Cyclops_(Marvel_Comics)	Rachel_Summers	2006
Darkhawk	Turbo_(comics)	2006
Deadpool	Spider-Man	2006
Devil_Dinosaur	Spider-Man	2006
Doctor_Spectrum	Hyperion_(character)	2006
Doctor_Strange	Captain_Universe	2006
Doctor_Strange	Scarlet_Witch	2006
Eddie_Brock	Scarlet_Spider	2006
Emma_Frost	Cyclops_(Marvel_Comics)	2006
Emma_Frost	Rachel_Summers	2006
Ethan_Edwards	Spider-Man	2006
Flatman_(character)	Living_Lightning	2006
Franklin_Richards_(character)	Human_Torch	2006
Franklin_Richards_(character)	Rachel_Summers	2006
Garrison_Kane	Cable_(character)	2006
Genis-Vell	Captain_Marvel_(Marvel_Comics)	2006
Ghost_Rider	Hulk	2006
Ghost_Rider	Spider-Man	2006
Gladiator_(Kallark)	Captain_Universe	2006
Gladiator_(Kallark)	Spider-Man	2006
Gorgon_(Inhuman)	Black_Bolt	2006
Hank_Pym	Bill_Foster_(character)	2006
Hellion_(character)	Emma_Frost	2006
Hulk	Spider-Man	2006
Hulkling	Hulk	2006
Human_Torch	Spider-Man	2006
Human_Torch_(android)	Citizen_V	2006
Human_Torch_(android)	Spitfire_(character)	2006
Human_Torch_(android)	Toro_(character)	2006
Human_Torch_(android)	Union_Jack_(Marvel_Comics)	2006
Iron_Fist_(character)	Black_Panther_(character)	2006
Iron_Fist_(character)	Shang-Chi	2006
Iron_Man_2020	Machine_Man	2006
Iron_Man_2020	Spider-Man	2006
Jean_Grey	Cable_(character)	2006
Jean_Grey	Emma_Frost	2006
Jean_Grey	Phoenix_Force	2006
Jean_Grey	Xorn	2006
Jessica_Jones	Jean_Grey	2006
Jessica_Jones	Luke_Cage	2006
Jessica_Jones	Scarlet_Witch	2006
Jessica_Jones	Spider-Man	2006
John_Jameson_(character)	She-Hulk	2006
John_Jameson_(character)	Spider-Man	2006
Justice_(New_Universe)	Nightmask	2006
Justice_(New_Universe)	Star_Brand	2006
Karnak_(character)	Black_Bolt	2006
Kid_Colt	Black_Panther_(character)	2006
Kid_Colt	Two-Gun_Kid	2006
Killraven	Black_Panther_(character)	2006
Killraven	Spider-Man	2006
Kismet_(Marvel_Comics)	Adam_Warlock	2006
Kismet_(Marvel_Comics)	Star_Brand	2006
Kismet_(Marvel_Comics)	Starhawk_(character)	2006
Luke_Cage	Jessica_Jones	2006
Mayday_Parker	Darkdevil	2006
Mayday_Parker	Scarlet_Spider	2006
Mockingbird_(Marvel_Comics)	Moon_Knight	2006
Moon_Knight	Werewolf_by_Night	2006
Moondragon	Adam_Warlock	2006
Moondragon	Genis-Vell	2006
Morbius	Spider-Man	2006
Nomad_(Marvel_Comics)	Bucky_(Marvel_Comics)	2006
Northstar_(character)	Emma_Frost	2006
Northstar_(character)	Scarlet_Witch	2006
Nova_(Richard_Rider)	Cable_(character)	2006
Patsy_Walker	Mockingbird_(Marvel_Comics)	2006
Puck_(Marvel_Comics)	Spider-Man	2006
Rachel_Summers	Emma_Frost	2006
Rocket_Raccoon	Hulk	2006
Shang-Chi	Moon_Knight	2006
Spider-Man	Scarlet_Spider	2006
Spider-Woman	Spider-Woman_(Jessica_Drew)	2006
Spider-Woman_(Jessica_Drew)	Doctor_Strange	2006
Spider-Woman_(Jessica_Drew)	Spider-Woman	2006
Spitfire_(character)	Human_Torch_(android)	2006
Starhawk_(character)	Kismet_(Marvel_Comics)	2006
Stingray_(Marvel_Comics)	Scarlet_Witch	2006
Storm_(Marvel_Comics)	Black_Panther_(character)	2006
Storm_(Marvel_Comics)	Jean_Grey	2006
Storm_(Marvel_Comics)	Spider-Man	2006
Toro_(character)	Human_Torch_(android)	2006
Turbo_(comics)	Rom_the_Space_Knight	2006
Two-Gun_Kid	Kid_Colt	2006
U.S._Agent	Blazing_Skull	2006
U.S._Agent	Human_Torch_(android)	2006
U.S._Agent	War_Machine	2006
Union_Jack_(Marvel_Comics)	Human_Torch_(android)	2006
Union_Jack_(Marvel_Comics)	Spitfire_(character)	2006
Vance_Astrovik	Justice_(New_Universe)	2006
Vindicator_(comics)	Guardian_(Marvel_Comics)	2006
Werewolf_by_Night	Blade_(character)	2006
Werewolf_by_Night	Moon_Knight	2006
Werewolf_by_Night	Spider-Man	2006
Wild_Child_(character)	Guardian_(Marvel_Comics)	2006
Wolverine_(character)	Cyclops_(Marvel_Comics)	2006
Wolverine_(character)	Guardian_(Marvel_Comics)	2006
Wolverine_(character)	Jubilee_(character)	2006
Wolverine_(character)	Spider-Man	2006
Xorn	Scarlet_Witch	2006
Adam_Warlock	Hulk	2007
Adam_Warlock	Moondragon	2007
Agent_X_(Marvel_Comics)	Outlaw_(Marvel_Comics)	2007
Ajak	Ikaris	2007
Ajak	Thena	2007
Anole_(character)	Emma_Frost	2007
Anole_(character)	Hellion_(character)	2007
Arabian_Knight_(character)	Black_Panther_(character)	2007
Arabian_Knight_(character)	Sabra_(character)	2007
Arabian_Knight_(character)	She-Hulk	2007
Arabian_Knight_(character)	Union_Jack_(Marvel_Comics)	2007
Ares_(Marvel_Comics)	Hercules_(Marvel_Comics)	2007
Battlestar_(character)	U.S._Agent	2007
Betsy_Braddock	Cable_(character)	2007
Betsy_Braddock	Emma_Frost	2007
Betsy_Braddock	Rachel_Summers	2007
Betsy_Braddock	Scarlet_Witch	2007
Bill_Foster_(character)	Black_Panther_(character)	2007
Bill_Foster_(character)	Hulk	2007
Bill_Foster_(character)	Jericho_Drumm	2007
Bill_Foster_(character)	Spider-Man	2007
Bill_Foster_(character)	Spider-Woman_(Jessica_Drew)	2007
Black_Bolt	Hulk	2007
Black_Bolt	Quicksilver_(Marvel_Comics)	2007
Black_Bolt	Sentry_(Robert_Reynolds)	2007
Black_Cat_(Marvel_Comics)	Jericho_Drumm	2007
Black_Cat_(Marvel_Comics)	Misty_Knight	2007
Black_Cat_(Marvel_Comics)	Morbius	2007
Black_Cat_(Marvel_Comics)	Paladin_(comics)	2007
Black_Cat_(Marvel_Comics)	Spider-Woman_(Jessica_Drew)	2007
Black_Jack_Tarr	Shang-Chi	2007
Black_Knight_(Marvel_Comics)	Black_Panther_(character)	2007
Black_Knight_(Marvel_Comics)	Hank_Pym	2007
Black_Panther_(character)	Luke_Cage	2007
Black_Panther_(character)	White_Tiger_(comics)	2007
Black_Widow_(Natasha_Romanova)	Red_Guardian	2007
Blazing_Skull	Black_Marvel	2007
Blazing_Skull	Jeffrey_Mace	2007
Blazing_Skull	U.S._Agent	2007
Box_(comics)	Guardian_(Marvel_Comics)	2007
Bucky_(Marvel_Comics)	Battlestar_(character)	2007
Bucky_(Marvel_Comics)	U.S._Agent	2007
Bucky_(Marvel_Comics)	War_Machine	2007
Bucky_(Marvel_Comics)	William_Burnside_(character)	2007
Cable_(character)	Phoenix_Force	2007
Captain_Marvel_(Marvel_Comics)	Elsa_Bloodstone	2007
Captain_Marvel_(Marvel_Comics)	Machine_Man	2007
Captain_Marvel_(Marvel_Comics)	Phyla-Vell	2007
Captain_Universe	Doctor_Druid	2007
Cloak_and_Dagger_(characters)	Anya_Corazon	2007
Cloak_and_Dagger_(characters)	Darkhawk	2007
Cloak_and_Dagger_(characters)	Doctor_Strange	2007
Cloak_and_Dagger_(characters)	Shang-Chi	2007
Coldblood	Deathlok	2007
Cyclops_(Marvel_Comics)	Phoenix_Force	2007
Cyclops_(Marvel_Comics)	Scarlet_Witch	2007
Cyclops_(Marvel_Comics)	Xorn	2007
Darkdevil	Doctor_Strange	2007
Darkdevil	Ghost_Rider	2007
Darkhawk	Cloak_and_Dagger_(characters)	2007
Deadpool	Hulk	2007
Deadpool	Nomad_(Marvel_Comics)	2007
Deadpool	Outlaw_(Marvel_Comics)	2007
Deathlok	Black_Panther_(character)	2007
Debrii	Bill_Foster_(character)	2007
Debrii	She-Hulk	2007
Delroy_Garrett	Deadpool	2007
Devil_Dinosaur	Hank_Pym	2007
Devil_Dinosaur	Hulk	2007
Devil_Hulk	Hulk	2007
Digitek_(character)	Deathlok	2007
Doctor_Druid	Man-Thing	2007
Doctor_Spectrum	Hank_Pym	2007
Doctor_Strange	Cloak_and_Dagger_(characters)	2007
Doctor_Strange	Deadpool	2007
Doctor_Strange	Hulk	2007
Doctor_Strange	Human_Torch	2007
Doctor_Strange	Spider-Man	2007
Doom_2099	Doctor_Strange	2007
Doom_2099	Hulk_2099	2007
Doom_2099	Ravage_2099	2007
Dusk_(comics)	Black_Marvel	2007
Dusk_(comics)	Hornet_(comics)	2007
Dusk_(comics)	Ricochet_(comics)	2007
Dusk_(comics)	Spider-Man	2007
Eddie_Brock	Hybrid_(Scott_Washington)	2007
Emma_Frost	Empath_(character)	2007
Emma_Frost	Xorn	2007
Empath_(character)	Emma_Frost	2007
Firebird_(Marvel_Comics)	Bill_Foster_(character)	2007
Firebird_(Marvel_Comics)	Hank_Pym	2007
Firebird_(Marvel_Comics)	Hulk	2007
Firebird_(Marvel_Comics)	Mockingbird_(Marvel_Comics)	2007
Flatman_(character)	Hercules_(Marvel_Comics)	2007
Frog-Man	Spider-Man	2007
Frog-Man	Steel_Spider	2007
G._W._Bridge	Cable_(character)	2007
G._W._Bridge	Garrison_Kane	2007
Gargoyle_(comics)	Hulk	2007
Gargoyle_(comics)	Moondragon	2007
Gargoyle_(comics)	Patsy_Walker	2007
Garrison_Kane	Deadpool	2007
Garrison_Kane	Rachel_Summers	2007
Genis-Vell	Phyla-Vell	2007
Ghost_Rider	Blade_(character)	2007
Ghost_Rider	Doctor_Strange	2007
Gladiator_(Kallark)	Phoenix_Force	2007
Gladiator_(Kallark)	Rom_the_Space_Knight	2007
Gremlin_(comics)	Gargoyle_(comics)	2007
Guardian_(Marvel_Comics)	Puck_(Marvel_Comics)	2007
Helix_(Marvel_Comics)	Spider-Man	2007
Hercules_(Marvel_Comics)	Hulk	2007
Hercules_(Marvel_Comics)	Red_Guardian	2007
Hornet_(comics)	Black_Marvel	2007
Hornet_(comics)	Dusk_(comics)	2007
Hornet_(comics)	Spider-Woman_(Jessica_Drew)	2007
Hulk_2099	Hulk	2007
Hulkling	Quicksilver_(Marvel_Comics)	2007
Hulkling	Scarlet_Witch	2007
Human_Fly_(character)	Hornet_(comics)	2007
Human_Fly_(character)	Moon_Knight	2007
Human_Fly_(character)	Spider-Man	2007
Human_Fly_(character)	Spider-Woman_(Jessica_Drew)	2007
Human_Torch	Quicksilver_(Marvel_Comics)	2007
Hybrid_(Scott_Washington)	Eddie_Brock	2007
Hybrid_(Scott_Washington)	Spider-Man	2007
Hyperion_(character)	Doctor_Spectrum	2007
Ikaris	Thena	2007
Iron_Fist_(character)	Misty_Knight	2007
Iron_Fist_(character)	Moon_Knight	2007
Isaiah_Bradley	Black_Panther_(character)	2007
Isaiah_Bradley	Luke_Cage	2007
Jeffrey_Mace	Human_Torch_(android)	2007
Jericho_Drumm	Doctor_Strange	2007
Jericho_Drumm	Gargoyle_(comics)	2007
Jericho_Drumm	Ghost_Rider	2007
Jericho_Drumm	Satana_(Marvel_Comics)	2007
Jericho_Drumm	Werewolf_by_Night	2007
Jubilee_(character)	Emma_Frost	2007
Jubilee_(character)	Scarlet_Witch	2007
Living_Lightning	Flatman_(character)	2007
Living_Lightning	Hulk	2007
Luke_Cage	Black_Panther_(character)	2007
Luke_Cage	Iron_Fist_(character)	2007
Luke_Cage	Misty_Knight	2007
Luke_Cage	Spider-Man	2007
Machine_Man	Deathlok	2007
Machine_Man	Elsa_Bloodstone	2007
Machine_Man	Iron_Man_2020	2007
Machine_Man	Spider-Man	2007
Man-Thing	Doctor_Strange	2007
Man-Thing	Mockingbird_(Marvel_Comics)	2007
Man-Thing	Satana_(Marvel_Comics)	2007
Man-Thing	She-Hulk	2007
Man-Thing	Spider-Man	2007
Mayday_Parker	Phil_Urich	2007
Mayday_Parker	Spider-Woman_(Jessica_Drew)	2007
Misty_Knight	Jean_Grey	2007
Misty_Knight	Luke_Cage	2007
Moon_Knight	Spider-Man	2007
Moondragon	Phyla-Vell	2007
Morbius	Blade_(character)	2007
Morbius	John_Jameson_(character)	2007
Motormouth_(comics)	Hulk	2007
Nightwatch_(character)	Spider-Man	2007
Noh-Varr	Hulk	2007
Nomad_(Marvel_Comics)	William_Burnside_(character)	2007
Northstar_(character)	Anole_(character)	2007
Northstar_(character)	Cable_(character)	2007
Northstar_(character)	Guardian_(Marvel_Comics)	2007
Northstar_(character)	Hulk	2007
Nova_(Richard_Rider)	Robbie_Baldwin	2007
Outlaw_(Marvel_Comics)	Deadpool	2007
Outlaw_(Marvel_Comics)	Empath_(character)	2007
Paladin_(comics)	Hank_Pym	2007
Paladin_(comics)	Jubilee_(character)	2007
Paladin_(comics)	Shang-Chi	2007
Phoenix_Force	Emma_Frost	2007
Phyla-Vell	Captain_Marvel_(Marvel_Comics)	2007
Phyla-Vell	Genis-Vell	2007
Phyla-Vell	Moondragon	2007
Powerhouse_(Marvel_Comics)	Spider-Man	2007
Quicksilver_(Marvel_Comics)	Black_Bolt	2007
Rachel_Summers	Vulcan_(Marvel_Comics)	2007
Radioactive_Man_(comics)	Hank_Pym	2007
Ravage_2099	Doom_2099	2007
Ricochet_(comics)	Black_Marvel	2007
Ricochet_(comics)	Hornet_(comics)	2007
Ricochet_(comics)	Spider-Man	2007
Robbie_Baldwin	Anya_Corazon	2007
Robbie_Baldwin	Cloak_and_Dagger_(characters)	2007
Robbie_Baldwin	Darkhawk	2007
Robbie_Baldwin	Spider-Man	2007
Robbie_Baldwin	Timeslip_(comics)	2007
Rocket_Raccoon	She-Hulk	2007
Rockslide_(character)	Emma_Frost	2007
Rom_the_Space_Knight	Genis-Vell	2007
Sabra_(character)	Hulk	2007
Satana_(Marvel_Comics)	Doctor_Strange	2007
Satana_(Marvel_Comics)	Ghost_Rider	2007
Satana_(Marvel_Comics)	Spider-Man	2007
Scarlet_Spider	Spider-Man	2007
Scarlet_Witch	Speed_(character)	2007
Sentry_(Robert_Reynolds)	Doctor_Strange	2007
Sentry_(Robert_Reynolds)	Emma_Frost	2007
Sentry_(Robert_Reynolds)	Hulk	2007
Sentry_(Robert_Reynolds)	Spider-Man	2007
Shang-Chi	Black_Jack_Tarr	2007
Shang-Chi	Spider-Man	2007
Shatterstar	Cable_(character)	2007
She-Hulk	Deadpool	2007
She-Hulk	John_Jameson_(character)	2007
She-Hulk	Luke_Cage	2007
She-Hulk	Man-Thing	2007
She-Hulk	Scarlet_Witch	2007
She-Hulk	Spider-Man	2007
Skull_the_Slayer	Blazing_Skull	2007
Solo_(Marvel_Comics)	Cable_(character)	2007
Solo_(Marvel_Comics)	Deathlok	2007
Solo_(Marvel_Comics)	G._W._Bridge	2007
Solo_(Marvel_Comics)	Hulk	2007
Speed_(character)	Iron_Lad	2007
Speed_(character)	Quicksilver_(Marvel_Comics)	2007
Speed_(character)	Scarlet_Witch	2007
Spider-Man	Hulk	2007
Spider-Woman	Anya_Corazon	2007
Spider-Woman_(Jessica_Drew)	Hornet_(comics)	2007
Spider-Woman_(Jessica_Drew)	Hulk	2007
Spider-Woman_(Jessica_Drew)	Jessica_Jones	2007
Spitfire_(character)	Union_Jack_(Marvel_Comics)	2007
Steel_Spider	Frog-Man	2007
Steel_Spider	Spider-Man	2007
Storm_(Marvel_Comics)	Luke_Cage	2007
Storm_(Marvel_Comics)	Scarlet_Witch	2007
Straw_Man_(comics)	Doctor_Strange	2007
Tarantula_(Marvel_Comics)	Misty_Knight	2007
Tarantula_(Marvel_Comics)	Spider-Man	2007
Thena	Makkari_(character)	2007
Thunderclap_(comics)	Spider-Man	2007
Timeslip_(comics)	Robbie_Baldwin	2007
Timeslip_(comics)	She-Hulk	2007
Two-Gun_Kid	She-Hulk	2007
Typeface_(character)	Spider-Man	2007
U.S._Agent	Battlestar_(character)	2007
Vance_Astrovik	She-Hulk	2007
Venom_(character)	Eddie_Brock	2007
Venom_(character)	Spider-Man	2007
Vindicator_(comics)	Puck_(Marvel_Comics)	2007
Vulcan_(Marvel_Comics)	Gladiator_(Kallark)	2007
Vulcan_(Marvel_Comics)	Rachel_Summers	2007
White_Tiger_(Heroes_for_Hire)	Misty_Knight	2007
White_Tiger_(Heroes_for_Hire)	White_Tiger_(comics)	2007
White_Tiger_(comics)	Black_Panther_(character)	2007
White_Tiger_(comics)	Misty_Knight	2007
White_Tiger_(comics)	Spider-Man	2007
Will_o'_the_Wisp_(comics)	Spider-Man	2007
William_Burnside_(character)	Jeffrey_Mace	2007
Wolverine_(character)	Cable_(character)	2007
Abomination_(character)	She-Hulk	2008
Abomination_(character)	Spider-Man	2008
Adam_Warlock	Doctor_Strange	2008
Adam_Warlock	Phyla-Vell	2008
Adam_Warlock	Spider-Man	2008
Agent_X_(Marvel_Comics)	Bob,_Agent_of_Hydra	2008
Anne_Weying	Eddie_Brock	2008
Anya_Corazon	Dusk_(comics)	2008
Arabian_Knight_(character)	Storm_(Marvel_Comics)	2008
Ares_(Marvel_Comics)	Black_Knight_(Marvel_Comics)	2008
Ares_(Marvel_Comics)	Ikaris	2008
Betsy_Braddock	Storm_(Marvel_Comics)	2008
Black_Marvel	Spider-Man	2008
Black_Panther_(character)	Bill_Foster_(character)	2008
Black_Panther_(character)	Storm_(Marvel_Comics)	2008
Black_Rider_(character)	Doctor_Strange	2008
Black_Widow_(Natasha_Romanova)	Ghost_Rider_(Johnny_Blaze)	2008
Black_Widow_(Natasha_Romanova)	Hercules_(Marvel_Comics)	2008
Blade_(character)	Ghost_Rider_(Danny_Ketch)	2008
Blade_(character)	Ghost_Rider_(Johnny_Blaze)	2008
Blazing_Skull	Skull_the_Slayer	2008
Blue_Diamond_(character)	Citizen_V	2008
Blue_Diamond_(character)	Human_Torch_(android)	2008
Blue_Diamond_(character)	Makkari_(character)	2008
Bob,_Agent_of_Hydra	Agent_X_(Marvel_Comics)	2008
Bob,_Agent_of_Hydra	Deadpool	2008
Bob,_Agent_of_Hydra	Doctor_Strange	2008
Bob,_Agent_of_Hydra	Outlaw_(Marvel_Comics)	2008
Bucky_(Marvel_Comics)	Jeffrey_Mace	2008
Captain_Marvel_(Marvel_Comics)	Kismet_(Marvel_Comics)	2008
Captain_Marvel_(Marvel_Comics)	Scarlet_Witch	2008
Captain_Universe	Eddie_Brock	2008
Captain_Universe	Star-Lord	2008
Caretaker_(comics)	Ghost_Rider_(Danny_Ketch)	2008
Caretaker_(comics)	Ghost_Rider_(Johnny_Blaze)	2008
Chase_Stein	Speed_(character)	2008
Citizen_V	Cable_(character)	2008
Cloak_and_Dagger_(characters)	Adam_Warlock	2008
Cloak_and_Dagger_(characters)	Deathlok	2008
Cloak_and_Dagger_(characters)	Hank_Pym	2008
Cloak_and_Dagger_(characters)	Hulkling	2008
Cloak_and_Dagger_(characters)	Iron_Fist_(character)	2008
Cloak_and_Dagger_(characters)	Luke_Cage	2008
Crippler_(character)	Deathlok	2008
Crippler_(character)	Eddie_Brock	2008
Crippler_(character)	Human_Torch	2008
Crippler_(character)	Stingray_(Marvel_Comics)	2008
Cyclops_(Marvel_Comics)	Storm_(Marvel_Comics)	2008
Cyclops_(Marvel_Comics)	Vulcan_(Marvel_Comics)	2008
Darkhawk	Phil_Urich	2008
Darkhawk	Ricochet_(comics)	2008
Darkhawk	Spider-Man	2008
Deadpool	Agent_X_(Marvel_Comics)	2008
Deadpool	Blade_(character)	2008
Deadpool	Bob,_Agent_of_Hydra	2008
Deadpool	Moon_Knight	2008
Deadpool	She-Hulk	2008
Doctor_Strange	Man-Thing	2008
Dusk_(comics)	Anya_Corazon	2008
Eddie_Brock	Iron_Fist_(character)	2008
Eddie_Brock	Venom_(character)	2008
Elsa_Bloodstone	Ulysses_Bloodstone	2008
Emma_Frost	Jubilee_(character)	2008
Frankenstein's_Monster_(Marvel_Comics)	Elsa_Bloodstone	2008
Gauntlet_(Joseph_Green)	She-Hulk	2008
Ghost_Rider	Ghost_Rider_(Danny_Ketch)	2008
Ghost_Rider	Ghost_Rider_(Johnny_Blaze)	2008
Ghost_Rider_(Danny_Ketch)	Blade_(character)	2008
Ghost_Rider_(Danny_Ketch)	Ghost_Rider	2008
Ghost_Rider_(Danny_Ketch)	Ghost_Rider_(Johnny_Blaze)	2008
Ghost_Rider_(Danny_Ketch)	Spider-Man	2008
Ghost_Rider_(Johnny_Blaze)	Caretaker_(comics)	2008
Ghost_Rider_(Johnny_Blaze)	Doctor_Strange	2008
Ghost_Rider_(Johnny_Blaze)	Ghost_Rider	2008
Ghost_Rider_(Johnny_Blaze)	Ghost_Rider_(Danny_Ketch)	2008
Ghost_Rider_(Johnny_Blaze)	Hulk	2008
Ghost_Rider_(Johnny_Blaze)	Spider-Man	2008
Gladiator_(Kallark)	Vulcan_(Marvel_Comics)	2008
Golem_(Marvel_Comics)	Blue_Bullet	2008
Golem_(Marvel_Comics)	Doctor_Strange	2008
Gremlin_(comics)	Hulk	2008
Guardian_(Marvel_Comics)	Vindicator_(comics)	2008
Guardsman_(character)	Hybrid_(Scott_Washington)	2008
Hulkling	Hank_Pym	2008
Hybrid_(Scott_Washington)	Vance_Astrovik	2008
Iron_Fist_(character)	Doctor_Strange	2008
Isaiah_Bradley	Storm_(Marvel_Comics)	2008
Jean_Grey	Betsy_Braddock	2008
Jean_Grey	Storm_(Marvel_Comics)	2008
Jean_Grey	Wolverine_(character)	2008
John_Jameson_(character)	Human_Torch	2008
Jubilee_(character)	Storm_(Marvel_Comics)	2008
Karnak_(character)	Black_Panther_(character)	2008
Killpower	Motormouth_(comics)	2008
Luke_Cage	Bill_Foster_(character)	2008
Luke_Cage	Jericho_Drumm	2008
Luke_Cage	Storm_(Marvel_Comics)	2008
Machine_Man	Vance_Astrovik	2008
Marvel_Boy_(Robert_Grayson)	Black_Knight_(Marvel_Comics)	2008
Misty_Knight	Iron_Fist_(character)	2008
Moon_Knight	Doctor_Strange	2008
Moon_Knight	Luke_Cage	2008
Moon_Knight	Paladin_(comics)	2008
Moondragon	Patsy_Walker	2008
Morbius	Doctor_Strange	2008
Morbius	Ghost_Rider_(Johnny_Blaze)	2008
Morbius	Man-Thing	2008
Morbius	Werewolf_by_Night	2008
Motormouth_(comics)	Doctor_Strange	2008
Motormouth_(comics)	Killpower	2008
Nightmask	Star_Brand	2008
Noh-Varr	Black_Bolt	2008
Noh-Varr	Doctor_Strange	2008
Noh-Varr	Hulkling	2008
Nova_(Richard_Rider)	Spider-Man	2008
Paladin_(comics)	Misty_Knight	2008
Paladin_(comics)	Moon_Knight	2008
Paladin_(comics)	Tarantula_(Marvel_Comics)	2008
Phoenix_Force	Cyclops_(Marvel_Comics)	2008
Phoenix_Force	Spider-Man	2008
Phyla-Vell	Star-Lord	2008
Rachel_Summers	Korvus	2008
Rachel_Summers	Storm_(Marvel_Comics)	2008
Raza_Longknife	Ch'od	2008
Rocket_Raccoon	Star-Lord	2008
Rom_the_Space_Knight	Hulk	2008
Ronin_(Marvel_Comics)	Moon_Knight	2008
Ronin_(Marvel_Comics)	Spider-Man	2008
Rusty_Collins	Cable_(character)	2008
Rusty_Collins	Leech_(character)	2008
Sabra_(character)	Arabian_Knight_(character)	2008
Sabra_(character)	Union_Jack_(Joseph_Chapman)	2008
Scarlet_Scarab	Human_Torch_(android)	2008
Scarlet_Witch	Whizzer_(Robert_Frank)	2008
Shamrock_(comics)	Arabian_Knight_(character)	2008
Shamrock_(comics)	Black_Panther_(character)	2008
Shamrock_(comics)	Iron_Fist_(character)	2008
Shamrock_(comics)	Sabra_(character)	2008
Shamrock_(comics)	Storm_(Marvel_Comics)	2008
Shang-Chi	Iron_Fist_(character)	2008
Shang-Chi	Tarantula_(Marvel_Comics)	2008
She-Hulk	Doctor_Strange	2008
She-Hulk	Hercules_(Marvel_Comics)	2008
Skull_the_Slayer	Doctor_Druid	2008
Solo_(Marvel_Comics)	Battlestar_(character)	2008
Solo_(Marvel_Comics)	Typeface_(character)	2008
Speed_(character)	Hulkling	2008
Star-Lord	Rocket_Raccoon	2008
Starr_the_Slayer	Star_Brand	2008
Storm_(Marvel_Comics)	Blade_(character)	2008
Tarantula_(Marvel_Comics)	Will_o'_the_Wisp_(comics)	2008
Thunderbolt_(Marvel_Comics)	Iron_Fist_(character)	2008
Thunderbolt_(Marvel_Comics)	Luke_Cage	2008
Typeface_(character)	Robbie_Baldwin	2008
Union_Jack_(Joseph_Chapman)	Arabian_Knight_(character)	2008
Union_Jack_(Joseph_Chapman)	Human_Torch_(android)	2008
Union_Jack_(Joseph_Chapman)	Sabra_(character)	2008
Union_Jack_(Joseph_Chapman)	Spitfire_(character)	2008
Union_Jack_(Joseph_Chapman)	Union_Jack_(Marvel_Comics)	2008
Venom_(character)	Ghost_Rider	2008
Vulcan_(Marvel_Comics)	Ch'od	2008
