# Surviving-edge dataset: week 1's 1762 live links, dated by first appearance and treated as permanent.
# birth_year = max(first_seen_year, first_frame[source], first_frame[target]).
source	target	birth_year
Crane_Mother	Hulk	2026
Crane_Mother	Lei_Kung_(character)	2026
Deadpool	Dragon_Lord_(character)	2026
Deadpool	Elsa_Bloodstone	2026
Deadpool	Morbius	2026
Deadpool	Rocket_Raccoon	2026
Debrii	Gauntlet_(Joseph_Green)	2026
Doctor_Druid	Emma_Frost	2026
Doctor_Nemesis	Black_Panther_(character)	2026
Doctor_Nemesis	Cyclops_(Marvel_Comics)	2026
Doctor_Nemesis	Emma_Frost	2026
Doctor_Nemesis	Jean_Grey	2026
Doctor_Nemesis	Luke_Cage	2026
Doom_2099	Cable_(character)	2026
Doom_2099	Rachel_Summers	2026
Doom_2099	Wolverine_(character)	2026
Eddie_Brock	Silk_(character)	2026
Eddie_Brock	Spider-Woman	2026
Elsa_Bloodstone	Deadpool	2026
Empath_(character)	Hellion_(character)	2026
Emrys_Killebrew	Wolverine_(character)	2026
Fabio_Medina	Phoenix_Force	2026
Gargoyle_(comics)	War_Machine	2026
Garrison_Kane	Box_(comics)	2026
Genis-Vell	Hyperion_(character)	2026
Guardian_(Marvel_Comics)	Wolverine_(Ultimate_Marvel_character)	2026
Gwenpool	Deathlok	2026
Gwenpool	Fin_Fang_Foom	2026
Hawkeye_(comics)	Ronin_(Marvel_Comics)	2026
Hellion_(character)	Empath_(character)	2026
Hellion_(character)	Phoenix_Force	2026
Hellion_(character)	Rusty_Collins	2026
Hellion_(character)	Spider-Man	2026
Hulk_2099	Moon_Knight	2026
Iron_Lad	Kristoff_Vernard	2026
Iron_Man_2020	War_Machine	2026
Jack_Frost_(Marvel_Comics)	Scarlet_Witch	2026
Janice_Lincoln	Black_Widow_(Natasha_Romanova)	2026
Janice_Lincoln	Iron_Fist_(character)	2026
Janice_Lincoln	Luke_Cage	2026
Jean_Grey	Gladiator_(Kallark)	2026
Jean_Grey	Jean_Grey_(X-Men_film_series)	2026
Jean_Grey_(X-Men_film_series)	Cyclops_(Marvel_Comics)	2026
Jean_Grey_(X-Men_film_series)	Jubilee_(character)	2026
Jessica_Jones	Cloak_and_Dagger_(characters)	2026
Jessica_Jones	Misty_Knight	2026
Jessica_Jones	Spider-Girl	2026
Jessica_Jones	Wolverine_(character)	2026
John_Jameson_(character)	Spider-Woman_(Gwen_Stacy)	2026
Jubilee_(character)	Cable_(character)	2026
Karnak_(character)	Hulk	2026
Kismet_(Marvel_Comics)	Captain_Marvel_(Marvel_Comics)	2026
Korvus	Phoenix_Force	2026
Kristoff_Vernard	Human_Torch	2026
Living_Lightning	Human_Torch	2026
Luke_Cage	Blade_(character)	2026
Machine_Man	Black_Bolt	2026
Machine_Man	Cable_(character)	2026
Machine_Man	Morbius	2026
Man-Thing	Fin_Fang_Foom	2026
Man-Thing	Jericho_Drumm	2026
Mayday_Parker	Silk_(character)	2026
Mayday_Parker	Spider-UK	2026
Misty_Knight	Black_Cat_(Marvel_Comics)	2026
Moon_Knight	Ghost_Rider	2026
Moonglow_(comics)	Doctor_Strange	2026
Motormouth_(comics)	Peggy_Carter	2026
Outlaw_(Marvel_Comics)	Shatterstar	2026
Phoenix_Force	Moon_Knight	2026
Phyla-Vell	Cammi_(character)	2026
Power_Man_(Victor_Alvarez)	Hulk	2026
Powerhouse_(Marvel_Comics)	Rom_the_Space_Knight	2026
Puck_(Marvel_Comics)	Adam_Warlock	2026
Quasar_(character)	Marvel_Boy_(Robert_Grayson)	2026
Quicksilver_(Marvel_Comics)	Franklin_Richards_(character)	2026
Quicksilver_(Marvel_Comics)	Gorgon_(Inhuman)	2026
Quicksilver_(Marvel_Comics)	Hank_Pym	2026
Quicksilver_(Marvel_Comics)	Human_Torch	2026
Quicksilver_(Marvel_Comics)	Northstar_(character)	2026
Quicksilver_(Marvel_Comics)	Synapse_(character)	2026
Rachel_Summers	Jubilee_(character)	2026
Rachel_Summers	Northstar_(character)	2026
Rachel_Summers	Raza_Longknife	2026
Raza_Longknife	Nova_(Richard_Rider)	2026
Robbie_Baldwin	Hank_Pym	2026
Robbie_Baldwin	Vance_Astrovik	2026
Rockslide_(character)	Phoenix_Force	2026
Sabra_(character)	Cloak_and_Dagger_(characters)	2026
Sabra_(character)	Red_Guardian	2026
Sabra_(character)	Vance_Astrovik	2026
Scarlet_Witch	Cyclops_(Marvel_Comics)	2026
Sentry_(Robert_Reynolds)	Misty_Knight	2026
She-Hulk	Sentry_(Robert_Reynolds)	2026
Shuri_(character)	Hulk	2026
Spider-Girl	Black_Cat_(Marvel_Comics)	2026
Spider-Girl	Jessica_Jones	2026
Spider-Man_Noir	Spider-Woman_(Gwen_Stacy)	2026
Spider-Woman_(Jessica_Drew)	Wolverine_(character)	2026
Star-Lord	Bug_(Marvel_Comics)	2026
Star-Lord	Moondragon	2026
Star-Lord	Phyla-Vell	2026
Storm_(Marvel_Comics)	Black_Cat_(Marvel_Comics)	2026
Storm_(Marvel_Comics)	Jubilee_(character)	2026
Storm_(Marvel_Comics)	Puck_(Marvel_Comics)	2026
Storm_(Marvel_Comics)	Rachel_Summers	2026
Ulysses_Bloodstone	Elsa_Bloodstone	2026
Ursa_Major_(character)	Wolverine_(character)	2026
Vance_Astrovik	Gauntlet_(Joseph_Green)	2026
Vance_Astrovik	Hank_Pym	2026
Vance_Astrovik	Quicksilver_(Marvel_Comics)	2026
Vance_Astrovik	Robbie_Baldwin	2026
Vindicator_(comics)	Wolverine_(Ultimate_Marvel_character)	2026
Vulcan_(Marvel_Comics)	Darkhawk	2026
Wild_Child_(character)	Empath_(character)	2026
Yelena_Belova	Mockingbird_(Marvel_Comics)	2026
Yelena_Belova	Red_Guardian	2026
Yelena_Belova	Shang-Chi	2026
Yelena_Belova	U.S._Agent	2026
